,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary,salary_range
1843,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,159750.0,high
1844,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,135787.5,mid
1845,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,134722.5,mid
1846,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,54315.0,low
1847,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,276900.0,Top
1848,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,186375.0,Top
1849,Entry level,Full-time,Oceania,Full-Remote,Asia,MEDIUM,Other,42600.0,low
1850,Entry level,Full-time,Asia,Full-Remote,Oceania,MEDIUM,Other,42600.0,low
1851,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,266250.0,Top
1852,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,67095.0,low
1853,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,223650.0,Top
1854,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,170400.0,high
1855,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,290265.75,Top
1856,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,211083.0,Top
1857,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Science,102881.28000000001,mid
1858,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Science,57155.904,low
1859,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,234300.0,Top
1860,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,155490.0,high
1861,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,159750.0,high
1862,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
1863,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,264546.0,Top
1864,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,195534.0,Top
1865,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,159750.0,high
1866,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,159750.0,high
1867,Entry level,Full-time,Asia,Full-Remote,Oceania,MEDIUM,Other,42600.0,low
1868,Senior,Full-time,Asia,On-Site,Asia,LARGE,Other,61714.624,low
1869,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
1870,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
1871,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170400.0,high
1872,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,143775.0,high
1873,Entry level,Full-time,Europe,Half-Remote,Europe,MEDIUM,Other,26291.52,low
1874,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,230040.0,Top
1875,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,153360.0,high
1876,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,90525.0,low
1877,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,69225.0,low
1878,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,158685.0,high
1879,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,126735.0,mid
1880,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,149100.0,high
1881,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,127800.0,mid
1882,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,159750.0,high
1883,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,117150.0,mid
1884,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,261990.0,Top
1885,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,214065.0,Top
1886,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,202350.0,Top
1887,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,165075.0,high
1888,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,250275.0,Top
1889,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,197025.0,Top
1890,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,202350.0,Top
1891,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,170400.0,high
1892,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,106500.0,mid
1893,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,138450.0,mid
1894,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,122475.0,mid
1895,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,100476.8,mid
1896,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,73682.62400000001,low
1897,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,111825.0,mid
1898,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,74550.0,low
1899,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,217792.5,Top
1900,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,151443.0,high
1901,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,204480.0,Top
1902,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,174660.0,high
1903,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,197983.5,Top
1904,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,137704.5,mid
1905,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,138450.0,mid
1906,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,79875.0,low
1907,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,186375.0,Top
1908,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,127800.0,mid
1909,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,178387.5,high
1910,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,113422.5,mid
1911,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,79875.0,low
1912,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,63900.0,low
1913,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,195960.0,Top
1914,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,151230.0,high
1915,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,154425.0,high
1916,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,106500.0,mid
1917,Entry level,Full-time,Africa,Half-Remote,Africa,SMALL,Other,10650.0,low
1918,Mid/Intermediate level,Full-time,Asia,Full-Remote,North America,MEDIUM,Data Science,34592.96,low
1919,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,SMALL,Other,48269.12,low
1920,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,186375.0,Top
1921,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
1922,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,186375.0,Top
1923,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
1924,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,213000.0,Top
1925,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,154425.0,high
1926,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,100476.8,mid
1927,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,80381.44,low
1928,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,154425.0,high
1929,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
1930,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,204480.0,Top
1931,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,174660.0,high
1932,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,330150.0,Top
1933,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,254535.0,Top
1934,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
1935,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
1936,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,154425.0,high
1937,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,143775.0,high
1938,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
1939,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,83070.0,low
1940,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,80018.04800000001,low
1941,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,40009.024000000005,low
1942,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,170400.0,high
1943,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,127800.0,mid
1944,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,202350.0,Top
1945,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,159750.0,high
1946,Mid/Intermediate level,Full-time,Asia,Half-Remote,Asia,LARGE,Data Engineering,38743.68,low
1947,Senior,Full-time,South America,Full-Remote,South America,LARGE,Other,133125.0,mid
1948,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
1949,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
1950,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,159750.0,high
1951,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
1952,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,51440.64000000001,low
1953,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,41152.512,low
1954,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,123469.70999999999,mid
1955,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,86974.29,low
1956,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,186375.0,Top
1957,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,149100.0,high
1958,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
1959,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
1960,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,265717.5,Top
1961,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,159590.25,high
1962,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,130462.5,mid
1963,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,106500.0,mid
1964,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,265717.5,Top
1965,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,159590.25,high
1966,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,58575.0,low
1967,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,51120.0,low
1968,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,265717.5,Top
1969,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,159590.25,high
1970,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,SMALL,Other,64014.656,low
1971,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,202350.0,Top
1972,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,127800.0,mid
1973,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,135255.0,mid
1974,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,110760.0,mid
1975,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,223650.0,Top
1976,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,159750.0,high
1977,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,223650.0,Top
1978,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,159750.0,high
1979,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,223650.0,Top
1980,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
1981,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,194628.75,Top
1982,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,171997.5,high
1983,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,109311.59999999999,mid
1984,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,70396.5,low
1985,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,223650.0,Top
1986,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,159750.0,high
1987,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,211722.0,Top
1988,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,130569.0,mid
1989,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
1990,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,85200.0,low
1991,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,144840.0,high
1992,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,110760.0,mid
1993,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,159750.0,high
1994,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,106500.0,mid
1995,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170400.0,high
1996,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,143775.0,high
1997,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,230040.0,Top
1998,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,153360.0,high
1999,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,169335.0,high
2000,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,138450.0,mid
2001,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,123469.70999999999,mid
2002,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,86974.29,low
2003,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,228975.0,Top
2004,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,159750.0,high
2005,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,261990.0,Top
2006,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,214065.0,Top
2007,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,199155.0,Top
2008,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,162945.0,high
2009,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,271575.0,Top
2010,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,197025.0,Top
2011,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,468892.096,Top
2012,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,60286.08,low
2013,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,54870.016,low
2014,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,43438.4,low
2015,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,179985.0,high
2016,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,117789.0,mid
2017,Entry level,Full-time,Europe,On-Site,Europe,LARGE,Data Engineering,66300.54400000001,low
2018,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,149100.0,high
2019,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,127800.0,mid
2020,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,79875.0,low
2021,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,63900.0,low
2022,Senior,Full-time,North America,Half-Remote,Europe,SMALL,Data Science,10650.0,low
2023,Entry level,Full-time,North America,Half-Remote,North America,LARGE,Data Engineering,53250.0,low
2024,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,142710.0,high
2025,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,132060.0,mid
2026,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,177535.5,high
2027,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,126735.0,mid
2028,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,132309.21,mid
2029,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,79385.09999999999,low
2030,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,106500.0,mid
2031,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,69225.0,low
2032,Mid/Intermediate level,Full-time,Asia,Half-Remote,Asia,LARGE,Data Engineering,19035.25632,low
2033,Entry level,Full-time,North America,Half-Remote,North America,LARGE,Other,213000.0,Top
2034,Entry level,Full-time,South America,Full-Remote,South America,LARGE,Machine Learning,12780.0,low
2035,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,234300.0,Top
2036,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,155490.0,high
2037,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,74302.784,low
2038,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,40009.024000000005,low
2039,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,117150.0,mid
2040,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,74550.0,low
2041,Entry level,Full-time,North America,Half-Remote,North America,LARGE,Data Engineering,53250.0,low
2042,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
2043,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
2044,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,159750.0,high
2045,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
2046,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,51440.64000000001,low
2047,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,41152.512,low
2048,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,202350.0,Top
2049,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,143775.0,high
2050,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,136320.0,mid
2051,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,86797.5,low
2052,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,184245.0,Top
2053,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,117150.0,mid
2054,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,204480.0,Top
2055,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,127800.0,mid
2056,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,123469.70999999999,mid
2057,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,86974.29,low
2058,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
2059,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
2060,Senior,Full-time,North America,Full-Remote,North America,LARGE,Machine Learning,202350.0,Top
2061,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,206610.0,Top
2062,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,137811.0,mid
2063,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,214065.0,Top
2064,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,94998.0,low
2065,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,175725.0,high
2066,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,133125.0,mid
2067,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,244950.0,Top
2068,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,208740.0,Top
2069,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,138450.0,mid
2070,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,95850.0,low
2071,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,159750.0,high
2072,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,106500.0,mid
2073,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,244950.0,Top
2074,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,159750.0,high
2075,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,163584.0,high
2076,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,113742.0,mid
2077,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,138450.0,mid
2078,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,106500.0,mid
2079,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,230040.0,Top
2080,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,153360.0,high
2081,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,191700.0,Top
2082,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,127800.0,mid
2083,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170400.0,high
2084,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,143775.0,high
2085,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,205012.5,Top
2086,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,149100.0,high
2087,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,162412.5,high
2088,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,138450.0,mid
2089,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,69225.0,low
2090,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,58575.0,low
2091,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,190368.75,Top
2092,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170400.0,high
2093,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Science,68587.52,low
2094,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Science,57155.904,low
2095,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,175725.0,high
2096,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,143775.0,high
2097,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,181050.0,high
2098,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,133125.0,mid
2099,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,111825.0,mid
2100,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,74550.0,low
2101,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,138450.0,mid
2102,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,101175.0,mid
2103,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,216727.5,Top
2104,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,161880.0,high
2105,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,210262.94999999998,Top
2106,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,143519.4,high
2107,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,127800.0,mid
2108,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,209805.0,Top
2109,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,105435.0,mid
2110,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,234300.0,Top
2111,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,172530.0,high
2112,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,120165.248,mid
2113,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,86145.664,low
2114,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Other,76362.368,low
2115,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Other,56267.008,low
2116,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,158727.6,high
2117,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,121303.5,mid
2118,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,107233.16676749998,mid
2119,Senior,Full-time,North America,Full-Remote,North America,SMALL,Data Engineering,128231.32499999998,mid
2120,Senior,Full-time,North America,Full-Remote,Oceania,LARGE,Data Engineering,182115.0,Top
2121,Entry level,Full-time,South America,Full-Remote,South America,SMALL,Other,13845.0,low
2122,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
2123,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,83070.0,low
2124,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
2125,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
2126,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,117150.0,mid
2127,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,74550.0,low
2128,Entry level,Freelancer,Europe,Full-Remote,North America,SMALL,Other,53250.0,low
2129,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,197983.5,Top
2130,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,137704.5,mid
2131,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,159750.0,high
2132,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
2133,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,244950.0,Top
2134,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,164649.0,high
2135,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,217792.5,Top
2136,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,151443.0,high
2137,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,170400.0,high
2138,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,79875.0,low
2139,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,51440.64000000001,low
